district_id,district_name,state,development_index,population_lakhs,rural_pct,literacy_rate,female_literacy_rate,sc_st_pct,bpl_pct,agricultural_hh_pct,avg_landholding_ha,internet_penetration,health_facilities_per_lakh,pmkisan_eligible,pmkisan_enrolled,pmkisan_uptake_rate,pmkisan_gap_count,ab_eligible,ab_enrolled,ab_uptake_rate,ab_gap_count,combined_gap_score
D0654,MAN_Dist_08,Manipur,0.5237,34.17,0.632,0.5764,0.4378,0.3877,0.2896,0.5317,1.808,0.282,15.92,181668,123900,0.682,57768,89052,62983,0.7073,26069,0.3054
D0655,MAN_Dist_09,Manipur,0.5381,200.0,0.598,0.7228,0.5326,0.3672,0.4764,0.4937,1.982,0.2561,17.2,987342,697467,0.7064,289875,857439,573535,0.6689,283904,0.3123
D0656,MAN_Dist_10,Manipur,0.5616,24.06,0.7157,0.6949,0.5185,0.1872,0.2562,0.61,2.119,0.4232,9.75,146756,109201,0.7441,37555,55476,33754,0.6085,21722,0.3237
D0657,MAN_Dist_11,Manipur,0.6191,31.07,0.6816,0.7057,0.5454,0.3552,0.179,0.5316,1.706,0.4241,16.11,165196,117392,0.7106,47804,50068,39657,0.7921,10411,0.2486
D0658,MAN_Dist_12,Manipur,0.332,191.13,0.8137,0.6852,0.5985,0.315,0.5702,0.6893,0.9,0.2269,13.91,1317521,828850,0.6291,488671,980885,549855,0.5606,431030,0.4052
D0659,MAN_Dist_13,Manipur,0.5857,115.57,0.7463,0.6702,0.4755,0.1942,0.3705,0.5831,1.489,0.4777,22.07,673869,484800,0.7194,189069,385382,249699,0.6479,135683,0.3163
D0660,MAN_Dist_14,Manipur,0.4849,42.31,0.6329,0.8142,0.6029,0.4012,0.308,0.4793,1.705,0.3916,16.45,202767,145416,0.7172,57351,117268,87057,0.7424,30211,0.2702
D0661,MAN_Dist_15,Manipur,0.5054,19.19,0.5989,0.6913,0.5927,0.3644,0.3353,0.4726,1.505,0.3998,9.9,90673,68642,0.757,22031,57894,35436,0.6121,22458,0.3154
D0662,MAN_Dist_16,Manipur,0.5184,71.52,0.648,0.6394,0.4952,0.2368,0.4439,0.6476,1.791,0.3669,20.46,463224,327304,0.7066,135920,285773,221814,0.7762,63959,0.2586
D0663,NAG_Dist_01,Nagaland,0.5243,12.42,0.6118,0.6042,0.5383,0.2707,0.3036,0.4686,1.588,0.3633,15.9,58199,39043,0.6709,19156,33933,21932,0.6464,12001,0.3414
D0664,NAG_Dist_02,Nagaland,0.5537,31.69,0.6623,0.5978,0.5248,0.2999,0.321,0.7133,1.979,0.3245,18.2,226017,167250,0.74,58767,91543,67766,0.7403,23777,0.2599
D0665,NAG_Dist_03,Nagaland,0.3616,61.51,0.8219,0.6138,0.4641,0.3327,0.4253,0.7322,1.255,0.3864,12.62,450430,264692,0.5876,185738,235479,139759,0.5935,95720,0.4094
D0666,NAG_Dist_04,Nagaland,0.4806,34.04,0.6947,0.6671,0.5161,0.3923,0.2282,0.5473,1.71,0.3284,16.28,186290,143136,0.7684,43154,69920,39466,0.5645,30454,0.3336
D0667,NAG_Dist_05,Nagaland,0.494,117.36,0.7935,0.6598,0.5296,0.1613,0.4201,0.6842,1.37,0.3001,10.14,802929,526881,0.6562,276048,443759,279291,0.6294,164468,0.3572
D0668,NAG_Dist_06,Nagaland,0.5621,30.38,0.7615,0.5847,0.486,0.2947,0.1244,0.7699,1.413,0.2534,17.99,233911,163460,0.6988,70451,34027,24419,0.7176,9608,0.2918
D0669,NAG_Dist_07,Nagaland,0.549,170.63,0.5381,0.6384,0.5384,0.3185,0.3741,0.5213,1.484,0.229,10.69,889534,557535,0.6268,331999,574446,366593,0.6382,207853,0.3675
D0670,NAG_Dist_08,Nagaland,0.5215,64.6,0.6714,0.7726,0.6431,0.2583,0.4434,0.489,1.242,0.2568,13.58,315857,246689,0.781,69168,257772,168403,0.6533,89369,0.2828
D0671,NAG_Dist_09,Nagaland,0.6415,198.89,0.6457,0.7498,0.5976,0.1159,0.2727,0.5281,1.688,0.4442,20.53,1050292,778590,0.7413,271702,488110,353196,0.7236,134914,0.2675
D0672,NAG_Dist_10,Nagaland,0.6457,35.27,0.6805,0.7909,0.6701,0.2473,0.3554,0.4805,2.268,0.552,20.49,169455,124211,0.733,45244,112818,86080,0.763,26738,0.252
D0673,NAG_Dist_11,Nagaland,0.5808,19.01,0.7364,0.7593,0.6604,0.3728,0.3674,0.6219,1.61,0.4377,19.21,118217,95015,0.8037,23202,62857,55314,0.88,7543,0.1581
D0674,NAG_Dist_12,Nagaland,0.5711,200.0,0.6238,0.6441,0.5731,0.2548,0.2319,0.5532,2.071,0.418,16.86,1106318,821327,0.7424,284991,417348,309395,0.7413,107953,0.2581
D0675,ARU_Dist_01,Arunachal Pradesh,0.5424,85.61,0.6574,0.6869,0.5441,0.332,0.4348,0.5739,1.578,0.2642,17.79,491358,345633,0.7034,145725,334996,256385,0.7653,78611,0.2656
D0676,ARU_Dist_02,Arunachal Pradesh,0.5197,39.27,0.6994,0.6753,0.5667,0.3733,0.4553,0.6231,1.317,0.3482,14.04,244678,155515,0.6356,89163,160906,107983,0.6711,52923,0.3467
D0677,ARU_Dist_03,Arunachal Pradesh,0.5886,11.2,0.6955,0.7489,0.5492,0.272,0.324,0.6487,1.053,0.4322,17.49,72632,52974,0.7294,19658,32650,26025,0.7971,6625,0.2368
D0678,ARU_Dist_04,Arunachal Pradesh,0.4945,23.25,0.4828,0.6632,0.5006,0.3334,0.4704,0.3936,1.097,0.337,19.45,91510,62918,0.6876,28592,98427,76400,0.7762,22027,0.2681
D0679,ARU_Dist_05,Arunachal Pradesh,0.6641,60.3,0.6096,0.7072,0.5616,0.2313,0.3281,0.4441,2.027,0.4788,19.69,267826,224144,0.8369,43682,178059,133048,0.7472,45011,0.2079
D0680,ARU_Dist_06,Arunachal Pradesh,0.5132,96.46,0.5232,0.6674,0.5547,0.2931,0.3396,0.4853,1.433,0.2478,15.83,468068,319586,0.6828,148482,294797,220651,0.7485,74146,0.2844
D0681,ARU_Dist_07,Arunachal Pradesh,0.47,58.39,0.6225,0.7556,0.585,0.3255,0.2726,0.5651,0.856,0.3658,15.99,329979,210715,0.6386,119264,143283,89680,0.6259,53603,0.3678
D0682,ARU_Dist_08,Arunachal Pradesh,0.5525,45.92,0.617,0.81,0.7128,0.2056,0.1598,0.4748,1.502,0.3962,15.22,217997,146967,0.6742,71030,66052,40950,0.62,25102,0.3529
D0683,ARU_Dist_09,Arunachal Pradesh,0.4589,23.51,0.7899,0.7104,0.5331,0.3643,0.3065,0.6371,1.833,0.3721,14.34,149740,100886,0.6737,48854,64843,38020,0.5863,26823,0.37
D0684,ARU_Dist_10,Arunachal Pradesh,0.5154,63.14,0.6984,0.6876,0.5576,0.2838,0.3224,0.5983,1.597,0.3538,16.11,377750,269603,0.7137,108147,183197,144321,0.7878,38876,0.2493
D0685,ARU_Dist_11,Arunachal Pradesh,0.5212,77.24,0.7383,0.6456,0.5304,0.1762,0.2662,0.5943,1.674,0.3064,13.88,459039,311632,0.6789,147407,185027,104241,0.5634,80786,0.3789
D0686,ARU_Dist_12,Arunachal Pradesh,0.6208,63.98,0.6627,0.6354,0.5612,0.2736,0.2961,0.6137,1.645,0.3299,15.19,392624,278534,0.7094,114090,170484,126320,0.741,44164,0.2748
D0687,ARU_Dist_13,Arunachal Pradesh,0.46,36.51,0.8385,0.6972,0.5479,0.2282,0.4793,0.7059,1.332,0.2567,16.58,257736,193263,0.7499,64473,157479,102742,0.6524,54737,0.2989
D0688,ARU_Dist_14,Arunachal Pradesh,0.6114,10.93,0.5651,0.7082,0.5847,0.2758,0.3901,0.3847,1.742,0.3782,16.33,42038,32023,0.7618,10015,38359,27922,0.7279,10437,0.2552
D0689,ARU_Dist_15,Arunachal Pradesh,0.4779,65.38,0.728,0.5916,0.4703,0.2329,0.3729,0.5218,1.862,0.2245,15.47,341171,217644,0.6379,123527,219418,157301,0.7169,62117,0.3226
D0690,ARU_Dist_16,Arunachal Pradesh,0.5662,18.86,0.576,0.6893,0.5243,0.1991,0.366,0.6328,1.741,0.2761,18.19,119340,83734,0.7016,35606,62120,46978,0.7563,15142,0.2711
D0691,ARU_Dist_17,Arunachal Pradesh,0.4219,22.66,0.6684,0.6495,0.4912,0.2331,0.3178,0.596,1.695,0.3745,7.59,135077,92994,0.6885,42083,64820,45225,0.6977,19595,0.3069
D0692,ARU_Dist_18,Arunachal Pradesh,0.5446,19.47,0.6575,0.5818,0.4226,0.2491,0.224,0.6039,1.527,0.2668,16.27,117570,78007,0.6635,39563,39257,28169,0.7176,11088,0.3095
D0693,ARU_Dist_19,Arunachal Pradesh,0.5018,47.28,0.7245,0.6166,0.5481,0.2713,0.1821,0.7106,1.356,0.3604,16.75,335976,203635,0.6061,132341,77482,56140,0.7246,21342,0.3347
D0694,ARU_Dist_20,Arunachal Pradesh,0.4543,16.39,0.631,0.5431,0.4416,0.3179,0.3457,0.4981,1.797,0.2387,13.01,81641,55898,0.6847,25743,51002,31820,0.6239,19182,0.3457
D0695,ARU_Dist_21,Arunachal Pradesh,0.5368,135.75,0.6827,0.6832,0.5319,0.2535,0.3462,0.6098,1.674,0.4321,17.17,827757,651069,0.7865,176688,422946,295283,0.6982,127663,0.2576
D0696,ARU_Dist_22,Arunachal Pradesh,0.3932,37.25,0.6674,0.5868,0.5259,0.4033,0.3682,0.5516,1.8,0.3207,15.34,205474,126588,0.6161,78886,123418,91644,0.7426,31774,0.3207
D0697,ARU_Dist_23,Arunachal Pradesh,0.4457,37.3,0.816,0.6137,0.5039,0.252,0.3232,0.7617,1.461,0.222,13.84,284111,189276,0.6662,94835,108496,64262,0.5923,44234,0.3707
D0698,ARU_Dist_24,Arunachal Pradesh,0.6035,38.08,0.7056,0.7518,0.6297,0.2049,0.2962,0.4638,1.358,0.4065,20.01,176613,134235,0.7601,42378,101502,86123,0.8485,15379,0.1957
D0699,ARU_Dist_25,Arunachal Pradesh,0.5273,62.69,0.4638,0.6094,0.4412,0.2813,0.3244,0.3842,1.329,0.2861,14.9,240884,180237,0.7482,60647,183062,119693,0.6538,63369,0.299
D0700,ARU_Dist_26,Arunachal Pradesh,0.6489,67.75,0.7246,0.7586,0.5864,0.2607,0.2895,0.5683,1.701,0.4127,14.44,385039,293841,0.7631,91198,176502,137114,0.7768,39388,0.23
D0701,MIZ_Dist_01,Mizoram,0.6026,23.7,0.701,0.802,0.7042,0.2591,0.1886,0.6637,1.778,0.3228,8.58,157320,114765,0.7295,42555,40237,27800,0.6909,12437,0.2898
D0702,MIZ_Dist_02,Mizoram,0.5825,13.54,0.6246,0.7267,0.5668,0.2675,0.3023,0.4826,1.639,0.24,20.1,65326,46440,0.7109,18886,36833,28421,0.7716,8412,0.2587
D0703,MIZ_Dist_03,Mizoram,0.6321,21.6,0.6653,0.6871,0.489,0.2295,0.3302,0.5251,1.39,0.507,21.04,113433,87896,0.7749,25537,64201,55259,0.8607,8942,0.1822
D0704,MIZ_Dist_04,Mizoram,0.6869,41.68,0.5139,0.6337,0.4947,0.2662,0.2666,0.319,2.312,0.3345,19.65,132955,109296,0.8221,23659,100035,77025,0.77,23010,0.204
D0705,MIZ_Dist_05,Mizoram,0.7628,33.65,0.5725,0.9128,0.6884,0.1951,0.2893,0.5387,1.335,0.4671,17.36,181246,149223,0.8233,32023,87614,72858,0.8316,14756,0.1725
D0706,MIZ_Dist_06,Mizoram,0.6853,158.95,0.7236,0.7761,0.6407,0.1982,0.3366,0.591,1.962,0.339,19.97,939380,814300,0.8668,125080,481501,407201,0.8457,74300,0.1437
D0707,MIZ_Dist_07,Mizoram,0.685,4.95,0.6114,0.7388,0.605,0.311,0.2909,0.5562,1.759,0.4666,15.51,27534,21970,0.7979,5564,12961,7904,0.6099,5057,0.2961
D0708,MIZ_Dist_08,Mizoram,0.6057,13.25,0.7047,0.7623,0.6371,0.301,0.3272,0.7399,1.791,0.458,15.52,98069,72843,0.7428,25226,39035,31572,0.8088,7463,0.2242
D0709,MIZ_Dist_09,Mizoram,0.5511,92.51,0.657,0.7458,0.537,0.2549,0.2619,0.624,1.592,0.2903,13.89,577236,422481,0.7319,154755,218071,142095,0.6516,75976,0.3082
D0710,MIZ_Dist_10,Mizoram,0.6196,29.27,0.6298,0.7628,0.5722,0.2594,0.414,0.5755,2.087,0.4007,17.08,168449,132378,0.7859,36071,109065,90276,0.8277,18789,0.1932
D0711,MIZ_Dist_11,Mizoram,0.6751,18.44,0.5134,0.75,0.6559,0.1788,0.2542,0.5372,1.687,0.4089,23.21,99080,74249,0.7494,24831,42194,37130,0.88,5064,0.1853
D0712,SIK_Dist_01,Sikkim,0.6719,43.15,0.6794,0.8225,0.615,0.2332,0.1445,0.5728,1.925,0.3904,23.27,247154,181456,0.7342,65698,56113,41056,0.7317,15057,0.2671
D0713,SIK_Dist_02,Sikkim,0.7694,39.58,0.5,0.817,0.6722,0.1275,0.2559,0.5881,1.944,0.4221,24.21,232757,180525,0.7756,52232,91141,80204,0.88,10937,0.1722
D0714,SIK_Dist_03,Sikkim,0.6979,14.7,0.5873,0.719,0.6205,0.2421,0.2906,0.3702,2.113,0.4877,16.18,54419,46061,0.8464,8358,38455,31260,0.8129,7195,0.1703
D0715,SIK_Dist_04,Sikkim,0.6706,78.88,0.7118,0.8239,0.6901,0.2682,0.2256,0.5667,1.496,0.373,25.26,446998,335843,0.7513,111155,160186,132598,0.8278,27588,0.2104
D0716,GOA_Dist_01,Goa,0.8512,25.92,0.4964,0.7369,0.6233,0.2183,0.2524,0.3301,1.576,0.5654,18.39,85551,76711,0.8967,8840,58878,50344,0.8551,8534,0.1241
D0717,GOA_Dist_02,Goa,0.8489,67.14,0.5289,0.7656,0.5586,0.1692,0.2951,0.4597,2.162,0.5156,19.84,308672,243668,0.7894,65004,178333,151301,0.8484,27032,0.1811
D0718,DEL_Dist_01,Delhi,0.7618,79.03,0.4981,0.7828,0.5967,0.2947,0.0912,0.4058,2.391,0.6366,17.94,320651,253044,0.7892,67607,64881,56273,0.8673,8608,0.1718
D0719,DEL_Dist_02,Delhi,0.8002,11.6,0.7129,0.6946,0.5728,0.1996,0.1489,0.6696,1.646,0.5545,19.26,77697,64805,0.8341,12892,15554,12147,0.781,3407,0.1925
D0720,DEL_Dist_03,Delhi,0.8545,29.65,0.513,0.8736,0.7003,0.128,0.2098,0.4635,2.349,0.5145,23.1,137395,109358,0.7959,28037,55981,49263,0.88,6718,0.162
D0721,DEL_Dist_04,Delhi,0.95,20.72,0.4567,0.8178,0.7339,0.1578,0.2606,0.3612,2.268,0.4757,27.09,74836,68849,0.92,5987,48599,42767,0.88,5832,0.1
D0722,DEL_Dist_05,Delhi,0.8913,41.17,0.4055,0.9243,0.7656,0.3468,0.1831,0.3387,1.676,0.5766,19.83,139438,122654,0.8796,16784,67853,57159,0.8424,10694,0.139
D0723,DEL_Dist_06,Delhi,0.7841,26.19,0.5833,0.7785,0.6336,0.1194,0.2767,0.4415,1.908,0.5029,26.47,115626,99361,0.8593,16265,65225,57398,0.88,7827,0.1303
D0724,DEL_Dist_07,Delhi,0.7423,146.72,0.5856,0.7078,0.6089,0.1985,0.1783,0.4992,1.937,0.4363,21.18,732508,584731,0.7983,147777,235481,194679,0.8267,40802,0.1875
D0725,DEL_Dist_08,Delhi,0.8465,129.65,0.6025,0.8759,0.7674,0.1998,0.2184,0.6203,1.759,0.5076,20.2,804203,712121,0.8855,92082,254828,224248,0.88,30580,0.1173
D0726,DEL_Dist_09,Delhi,0.8237,14.99,0.4296,0.8105,0.6685,0.1563,0.2986,0.4586,2.146,0.448,21.32,68729,56105,0.8163,12624,40269,35436,0.88,4833,0.1518
D0727,DEL_Dist_10,Delhi,0.7553,62.03,0.4205,0.7283,0.6081,0.3222,0.2177,0.3567,1.879,0.2917,22.04,221266,193574,0.8748,27692,121547,98368,0.8093,23179,0.1579
D0728,DEL_Dist_11,Delhi,0.8819,33.6,0.3301,0.8894,0.6245,0.1594,0.2482,0.3297,1.98,0.5088,24.56,110776,101913,0.92,8863,75052,66045,0.88,9007,0.1
D0729,JAM_Dist_01,Jammu & Kashmir,0.493,21.56,0.7273,0.6594,0.4718,0.4024,0.3953,0.5406,1.368,0.2961,14.34,116543,73546,0.6311,42997,76704,52091,0.6791,24613,0.3449
D0730,JAM_Dist_02,Jammu & Kashmir,0.5912,56.22,0.6026,0.6853,0.517,0.331,0.3221,0.5391,1.612,0.4874,17.67,303085,228112,0.7526,74973,163001,123084,0.7551,39917,0.2461
D0731,JAM_Dist_03,Jammu & Kashmir,0.6895,34.79,0.5304,0.7617,0.6167,0.2037,0.2527,0.4418,1.701,0.4828,19.48,153708,113583,0.739,40125,79132,56589,0.7151,22543,0.273
D0732,JAM_Dist_04,Jammu & Kashmir,0.5348,136.29,0.6498,0.7136,0.6304,0.3477,0.2583,0.5348,1.626,0.2176,10.48,728855,475740,0.6527,253115,316814,202614,0.6395,114200,0.3539
D0733,JAM_Dist_05,Jammu & Kashmir,0.5895,40.28,0.6298,0.7597,0.6312,0.2907,0.3271,0.5209,2.145,0.3564,19.02,209788,152722,0.728,57066,118569,98597,0.8316,19972,0.2202
D0734,JAM_Dist_06,Jammu & Kashmir,0.6802,64.72,0.5795,0.7361,0.6072,0.2821,0.2231,0.3624,1.792,0.5065,23.33,234525,161878,0.6902,72647,129955,104356,0.803,25599,0.2534
D0735,JAM_Dist_07,Jammu & Kashmir,0.4499,62.97,0.7143,0.6543,0.5728,0.3939,0.3851,0.6254,1.82,0.1925,10.28,393833,274680,0.6975,119153,218233,132434,0.6069,85799,0.3478
D0736,JAM_Dist_08,Jammu & Kashmir,0.7576,130.72,0.5679,0.7696,0.6901,0.1788,0.1729,0.5102,1.574,0.4106,22.33,666958,542139,0.8129,124819,203367,178962,0.88,24405,0.1536
D0737,JAM_Dist_09,Jammu & Kashmir,0.5986,10.21,0.6545,0.7987,0.7112,0.1885,0.3571,0.6519,1.757,0.395,14.62,66591,48512,0.7285,18079,32830,20408,0.6216,12422,0.3249
D0738,JAM_Dist_10,Jammu & Kashmir,0.5313,36.78,0.6556,0.673,0.5889,0.3057,0.4853,0.463,1.954,0.3536,14.41,170308,127779,0.7503,42529,160672,131248,0.8169,29424,0.2164
D0739,JAM_Dist_11,Jammu & Kashmir,0.6963,63.17,0.5325,0.8936,0.65,0.1882,0.2342,0.5262,1.709,0.4379,20.64,332392,251287,0.756,81105,133162,117182,0.88,15980,0.182
D0740,JAM_Dist_12,Jammu & Kashmir,0.5685,82.33,0.6871,0.7637,0.58,0.3072,0.3489,0.563,1.481,0.2656,14.66,463516,365695,0.789,97821,258522,185478,0.7175,73044,0.2468
D0741,JAM_Dist_13,Jammu & Kashmir,0.6737,21.87,0.564,0.7979,0.6535,0.1052,0.4629,0.503,1.59,0.3903,15.63,110011,92329,0.8393,17682,91126,66919,0.7344,24207,0.2132
D0742,JAM_Dist_14,Jammu & Kashmir,0.552,32.3,0.6815,0.7123,0.6355,0.3422,0.5017,0.6154,1.514,0.2793,14.36,198808,135407,0.6811,63401,145868,79550,0.5454,66318,0.3868
D0743,JAM_Dist_15,Jammu & Kashmir,0.6524,86.18,0.4928,0.6928,0.4869,0.3049,0.2592,0.3687,1.465,0.3807,24.46,317759,228256,0.7183,89503,201062,151845,0.7552,49217,0.2632
D0744,JAM_Dist_16,Jammu & Kashmir,0.7005,51.05,0.6316,0.7843,0.6059,0.3561,0.37,0.515,2.192,0.4766,17.66,262917,196365,0.7469,66552,169978,135865,0.7993,34113,0.2269
D0745,JAM_Dist_17,Jammu & Kashmir,0.6656,200.0,0.4412,0.7301,0.5217,0.339,0.3012,0.4489,2.524,0.4695,14.09,897792,617761,0.6881,280031,542120,434247,0.801,107873,0.2554
D0746,JAM_Dist_18,Jammu & Kashmir,0.7292,55.17,0.5546,0.7647,0.6392,0.1832,0.2873,0.4261,1.741,0.5,22.26,235037,175113,0.745,59924,142645,114993,0.8062,27652,0.2244
D0747,JAM_Dist_19,Jammu & Kashmir,0.6348,150.63,0.5588,0.8798,0.7022,0.3976,0.2522,0.4961,1.686,0.3394,17.46,747290,496936,0.665,250354,341886,265101,0.7754,76785,0.2798
D0748,JAM_Dist_20,Jammu & Kashmir,0.628,58.32,0.689,0.6831,0.6116,0.1535,0.339,0.5652,1.733,0.3674,18.2,329600,262543,0.7966,67057,177920,143552,0.8068,34368,0.1983
D0749,LAD_Dist_01,Ladakh,0.5654,51.03,0.6857,0.7955,0.6069,0.3565,0.44,0.7552,1.501,0.4489,15.5,385387,277505,0.7201,107882,202072,147006,0.7275,55066,0.2762
D0750,LAD_Dist_02,Ladakh,0.6529,57.6,0.5413,0.6484,0.5046,0.3374,0.2067,0.564,2.256,0.4376,18.04,324890,237913,0.7323,86977,107181,73645,0.6871,33536,0.2903
